Date,Open,High,Low,Volume,SMA_10,EMA_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,100566000,80.65849914550782,80.39818370906696,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781,79.90249633789062,80.38749694824219,80.00749969482422,81.30249786376953,80.36250305175781
2020-02-21,79.65499877929688,80.11250305175781,77.625,129554000,80.35449905395508,80.00987702528062,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781,79.90249633789062,80.38749694824219,80.00749969482422,81.30249786376953
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,222195200,79.8082489013672,79.0162626877651,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781,79.90249633789062,80.38749694824219,80.00749969482422
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,230673600,78.97149887084962,77.7442143160017,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781,79.90249633789062,80.38749694824219
2020-02-26,71.63249969482422,74.47000122070312,71.625,198054800,78.29749908447266,76.91117507202341,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781,79.90249633789062
2020-02-27,70.2750015258789,71.5,68.23999786376953,320605600,76.95549850463867,75.36005183227697,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688,81.80000305175781
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,426510000,75.66774826049804,74.0836781060249,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781,81.21749877929688
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,341397200,75.01424789428711,74.19619106668372,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75,81.23750305175781
2020-03-03,75.9175033569336,76.0,71.44999694824219,319475600,74.27224807739258,73.85688393293299,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688,79.75
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,219178400,73.75024795532227,74.18926822850767,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219,80.90499877929688
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,187572800,73.06574859619141,74.01485643367602,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219,80.07499694824219
2020-03-06,70.5,72.70500183105469,70.30750274658203,226176800,72.4652488708496,73.69533702661205,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531,78.26249694824219
2020-03-09,65.9375,69.52249908447266,65.75,286744800,71.66499938964844,72.39482181394324,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664,74.54499816894531
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,285290000,71.59649963378907,72.2021267722213,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211,72.0199966430664
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,255598800,71.16599960327149,71.59401248071657,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797,73.1624984741211
2020-03-12,63.98500061035156,67.5,62.0,418474000,70.53374977111817,69.86010092638351,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062,68.37999725341797
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,370732000,70.64900016784668,69.79326444980028,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844,68.33999633789062
2020-03-16,60.48749923706055,64.7699966430664,60.0,322423600,69.23400039672852,68.11312576410327,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469,74.70249938964844
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,324056000,68.32250022888184,67.22255747110047,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375,72.33000183105469
2020-03-18,59.942501068115234,62.5,59.279998779296875,300233600,66.92075042724609,66.21254693857972,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336,75.68499755859375
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,271857200,65.71725006103516,65.30026562153326,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422,73.2300033569336
2020-03-20,61.79499816894531,62.95750045776367,57.0,401693200,64.22250022888184,63.84749030367102,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336,72.25749969482422
2020-03-23,57.02000045776367,57.125,53.15250015258789,336752800,63.177499771118164,62.4374918446939,57.310001373291016,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266,66.5425033569336
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,287531200,62.21599998474121,62.3070390039683,56.092498779296875,57.310001373291016,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531,71.33499908447266
2020-03-25,62.6875,64.5625,61.07500076293945,303602000,61.4682502746582,62.13848665199501,61.720001220703125,56.092498779296875,57.310001373291016,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766,68.85749816894531
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,252087200,61.723500442504886,62.58785282624166,61.380001068115234,61.720001220703125,56.092498779296875,57.310001373291016,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578,62.057498931884766
2020-03-27,63.1875,63.967498779296875,61.76250076293945,204216800,60.967750549316406,62.469152562068814,64.61000061035156,61.380001068115234,61.720001220703125,56.092498779296875,57.310001373291016,61.19499969482422,61.66749954223633,63.21500015258789,60.5525016784668,69.49250030517578
