Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI,MACD,MACD_Signal,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10
2020-02-20,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,75.84950256347656,25962000,75.42925033569335,75.31976695618272,64.57812371724577,1.2888798303416564,1.1809264593582984,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844,75.50299835205078,75.43299865722656,73.95549774169922,73.79850006103516,72.30249786376953
2020-02-21,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,74.1729965209961,42520000,75.46669998168946,75.11126324069423,48.11477050843498,1.1188519941838422,1.1685115663234074,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844,75.50299835205078,75.43299865722656,73.95549774169922,73.79850006103516
2020-02-24,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,70.99299621582031,49560000,75.17044982910156,74.36248741798988,31.298342787278415,0.7192136139415339,1.0786519758470328,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844,75.50299835205078,75.43299865722656,73.95549774169922
2020-02-25,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,69.31600189208984,51580000,74.55875015258789,73.44494459509896,25.978169340662816,0.2641331293636,0.9157482065503463,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844,75.50299835205078,75.43299865722656
2020-02-26,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,69.52349853515625,49776000,73.96080017089844,72.7319544023821,27.66848944283028,-0.07886903522479827,0.7168247581953174,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844,75.50299835205078
2020-02-27,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,65.74749755859375,62290000,72.94239959716796,71.46205315805695,18.928597203336622,-0.6479235835571586,0.4438750898448222,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078,75.93150329589844
2020-02-28,63.71549987792969,67.12249755859375,63.410499572753906,66.9625015258789,66.9625015258789,80198000,72.07169952392579,70.6439528612973,27.155229673459118,-0.9894569037086853,0.15720869113412073,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164,75.66950225830078
2020-03-02,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,69.31600189208984,55430000,71.40964965820312,70.4025072305323,40.21265967540258,-1.058020508189955,-0.08583714873069442,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031,75.9365005493164
2020-03-03,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,66.88600158691406,56602000,70.5010498046875,69.76314256805625,33.35377014671738,-1.2935273963509673,-0.327375198254749,69.31600189208984,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938,75.97200012207031
2020-03-04,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,69.08000183105469,47598000,69.78470001220703,69.63893516132869,43.091466689010964,-1.2882803246214394,-0.5195562235280871,66.88600158691406,69.31600189208984,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656,76.24349975585938
2020-03-05,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,65.73799896240234,54380000,68.7735496520996,68.92967403425116,34.54804624885797,-1.5360866331632081,-0.7228623054551113,69.08000183105469,66.88600158691406,69.31600189208984,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961,75.84950256347656
2020-03-06,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64.78700256347656,64640000,67.83495025634765,68.17646103956487,32.51011930563919,-1.7885945747194825,-0.9360087593079855,65.73799896240234,69.08000183105469,66.88600158691406,69.31600189208984,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031,74.1729965209961
2020-03-09,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,60.78950119018555,69252000,66.81460075378418,66.83337743058681,25.488001100799295,-2.284934586346978,-1.205793924715784,64.78700256347656,65.73799896240234,69.08000183105469,66.88600158691406,69.31600189208984,66.9625015258789,65.74749755859375,69.52349853515625,69.31600189208984,70.99299621582031
