Date,Open,High,Low,SMA_10,EMA_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10
2020-02-20,186.9499969482422,187.25,181.10000610351562,185.33600158691405,183.76127208125777,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672,184.44000244140625,188.6999969482422,183.88999938964844,183.6300048828125,179.89999389648438
2020-02-21,183.1699981689453,183.5,177.25,184.83200073242188,182.82104012791828,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672,184.44000244140625,188.6999969482422,183.88999938964844,183.6300048828125
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,183.53200073242186,180.6517599936874,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672,184.44000244140625,188.6999969482422,183.88999938964844
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,181.46900177001953,178.36416859923855,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672,184.44000244140625,188.6999969482422
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,180.04200134277343,176.87431943009432,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672,184.44000244140625
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,177.38899993896484,173.4753509293101,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672,184.7100067138672
2020-02-28,152.41000366210938,163.7100067138672,152.0,175.21899871826173,171.39074067067844,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562,183.7100067138672
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,173.96299743652344,171.64515023712468,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906,185.35000610351562
2020-03-03,173.8000030517578,175.0,162.25999450683594,171.6909973144531,170.347849195254,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688,187.22999572753906
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.01799774169922,170.38460444189107,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453,187.27999877929688
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,168.20299835205077,169.6364953201765,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062,184.4199981689453
2020-03-06,162.61000061035156,163.11000061035156,156.0,166.5009994506836,168.16986113909326,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844,178.58999633789062
2020-03-09,151.0,157.75,150.0,164.4739990234375,164.97897640783768,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875,170.88999938964844
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,163.75899810791014,164.2409803644027,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453,168.07000732421875
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,162.10499877929686,162.31171209502267,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125,170.1699981689453
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,160.19299926757813,158.08412763385377,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594,158.17999267578125
2020-03-13,147.5,161.91000366210938,140.72999572753906,159.875,158.21974112425391,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328,162.00999450683594
2020-03-16,140.0,149.35000610351562,135.0,156.13800048828125,154.07433331419782,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594,172.7899932861328
2020-03-17,140.0,147.5,135.0,154.34400177001953,152.70991040692888,135.4199981689453,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578,164.50999450683594
2020-03-18,138.0,146.0,135.02000427246094,151.3290008544922,150.47174376866624,146.57000732421875,135.4199981689453,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094,170.5500030517578
2020-03-19,142.77000427246094,150.14999389648438,139.0,148.9730010986328,149.06051884961187,140.39999389648438,146.57000732421875,135.4199981689453,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875,166.27000427246094
2020-03-20,146.0,147.10000610351562,135.86000061035156,146.5510009765625,146.931334713958,142.7100067138672,140.39999389648438,146.57000732421875,135.4199981689453,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875,161.57000732421875
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,145.08700103759764,144.94018217097272,137.35000610351562,142.7100067138672,140.39999389648438,146.57000732421875,135.4199981689453,158.8300018310547,139.05999755859375,153.6300048828125,160.9199981689453,150.6199951171875
